,city,voivodeship
1655,pelczyce,Zachodniopomorskie
1656,pobierowo,Zachodniopomorskie
1657,polanow,Zachodniopomorskie
1658,police,Zachodniopomorskie
1659,polczyn-zdroj,Zachodniopomorskie
1660,przeclaw,Zachodniopomorskie
1661,pyrzyce,Zachodniopomorskie
1662,ploty,Zachodniopomorskie
1663,rajkowo,Zachodniopomorskie
1664,recz,Zachodniopomorskie
1665,resko,Zachodniopomorskie
1666,rewal,Zachodniopomorskie
1667,sarbinowo,Zachodniopomorskie
1668,sianow,Zachodniopomorskie
1669,stare-bielice,Zachodniopomorskie
1670,stargard,Zachodniopomorskie
1671,stary-kostrzynek,Zachodniopomorskie
1672,stepnica,Zachodniopomorskie
1673,sulikowo,Zachodniopomorskie
1674,szczecin,Zachodniopomorskie
1675,szczecinek,Zachodniopomorskie
1676,szwecja,Zachodniopomorskie
1677,slawno,Zachodniopomorskie
1678,tanowo,Zachodniopomorskie
1679,trzcinsko-zdroj,Zachodniopomorskie
1680,trzebiatow,Zachodniopomorskie
1681,tuczno,Zachodniopomorskie
1682,tychowo,Zachodniopomorskie
1683,uliszki,Zachodniopomorskie
1684,ustronie-morskie,Zachodniopomorskie
1685,warzymice,Zachodniopomorskie
1686,walcz,Zachodniopomorskie
1687,wolin,Zachodniopomorskie
1688,wolczkowo,Zachodniopomorskie
1689,wegorzyno,Zachodniopomorskie
1690,zalom,Zachodniopomorskie
1691,zieleniewo,Zachodniopomorskie
1692,zlocieniec,Zachodniopomorskie
1693,lobez,Zachodniopomorskie
1694,swidwin,Zachodniopomorskie
1695,swieszyno,Zachodniopomorskie
1696,swinoujscie,Zachodniopomorskie
